"Hugo_Symbol","Tumor_Sample_Barcode","Variant_Classification","Variant_Type","Cytoband","key","cito","N_samples","total","Fract"
"RCAN2","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"C6orf108","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"CNPY3","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"SLC22A7","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"CAPN11","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"ENPP4","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"CUL9","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"UBR2","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"KIAA0240","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"CD2AP","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"ZNF318","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"YIPF3","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"GNMT","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"TNFRSF21","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"MRPL2","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"CYP39A1","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"CLIC5","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"GTPBP2","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"MRPS18A","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"TMEM63B","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"TRERF1","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"AARS2","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"XPO5","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"ENPP5","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"MRPL14","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"DLK2","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"TTBK1","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"RRP36","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"ABCC10","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"KLC4","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"TJAP1","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"KLHDC3","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"PTCRA","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"TCTE1","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"OPN5","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"GPR115","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"GPR116","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"TDRD6","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"SPATS1","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"C6orf223","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"RSPH9","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"LRRC73","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"GPR111","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"GPR110","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"RPL7L1","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"SLC35B2","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"CRIP3","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"C6orf226","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"TMEM151B","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"ATP6V0CP3","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"PTCHD4","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"MIR586","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"LOC100132354","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"LOC100287718","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"MIR4647","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"MIR4642","sgit-st078-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"hsa-mir-586","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"RUNX2","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"CDC5L","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"SLC29A1","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"HSP90AB1","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"MEA1","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"MEP1A","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"NFKBIE","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"PEX6","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"POLH","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"PPP2R5D","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"PTK7","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"PRPH2","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"SRF","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"TBCC","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"VEGFA","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"PLA2G7","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"SUPT3H","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"SLC25A27","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"POLR1C","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"MAD2L1BP","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"CUL7","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"RCAN2","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"C6orf108","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"CNPY3","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"SLC22A7","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"CAPN11","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"ENPP4","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"CUL9","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"UBR2","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"KIAA0240","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"CD2AP","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"ZNF318","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"YIPF3","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"GNMT","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"TNFRSF21","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"MRPL2","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"CYP39A1","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"CLIC5","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"GTPBP2","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"MRPS18A","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"TMEM63B","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"TRERF1","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"AARS2","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"XPO5","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"ENPP5","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"MRPL14","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"DLK2","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"TTBK1","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"RRP36","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"ABCC10","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"KLC4","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"TJAP1","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"KLHDC3","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"PTCRA","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"TCTE1","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"OPN5","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"GPR115","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"GPR116","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"TDRD6","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"SPATS1","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"C6orf223","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"RSPH9","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"LRRC73","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"GPR111","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"GPR110","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"RPL7L1","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"SLC35B2","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"CRIP3","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"C6orf226","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"TMEM151B","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"ATP6V0CP3","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"PTCHD4","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"MIR586","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"LOC100132354","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"LOC100287718","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"MIR4647","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"MIR4642","sgit-st094-01-000-000","Amp","CNV","AP_1:6p21.1","Amp_AP_1:6p21.1","6p21.1",4,6,0.666666666666667
"USP22","sgit-st094-01-000-000","Amp","CNV","AP_2:17p11.2","Amp_AP_2:17p11.2","17p11.2",3,6,0.5
"SPECC1","sgit-st094-01-000-000","Amp","CNV","AP_2:17p11.2","Amp_AP_2:17p11.2","17p11.2",3,6,0.5
"CDRT15L2","sgit-st094-01-000-000","Amp","CNV","AP_2:17p11.2","Amp_AP_2:17p11.2","17p11.2",3,6,0.5
"LGALS9B","sgit-st094-01-000-000","Amp","CNV","AP_2:17p11.2","Amp_AP_2:17p11.2","17p11.2",3,6,0.5
"CCDC144NL","sgit-st094-01-000-000","Amp","CNV","AP_2:17p11.2","Amp_AP_2:17p11.2","17p11.2",3,6,0.5
"CCDC144C","sgit-st094-01-000-000","Amp","CNV","AP_2:17p11.2","Amp_AP_2:17p11.2","17p11.2",3,6,0.5
"KRT16P3","sgit-st094-01-000-000","Amp","CNV","AP_2:17p11.2","Amp_AP_2:17p11.2","17p11.2",3,6,0.5
