"Hugo_Symbol","Tumor_Sample_Barcode","Variant_Classification","Variant_Type","Cytoband","key","cito","N_samples","total","Fract"
"JTB","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"MTMR11","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"MLLT11","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"SLC27A3","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"TDRKH","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"CELF3","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"VPS45","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"KIAA0907","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"POGZ","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"SYT11","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"RPRD2","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"SNAPIN","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"RUSC1","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"CA14","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"C1orf43","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"CHTOP","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LCE2B","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"SLC39A1","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LAMTOR2","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"TMOD4","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"CERS2","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"CRNN","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"BOLA1","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"ZBTB7B","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"APH1A","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"PLEKHO1","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"OAZ3","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"DPM3","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"MRPS21","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"ADAMTSL4","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"CRCT1","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"GON4L","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"C1orf56","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"MSTO1","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"GOLPH3L","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"YY1AP1","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"UBE2Q1","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"FAM63A","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"ASH1L","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LENEP","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"SLC50A1","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"CDC42SE1","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"UBQLN4","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"OTUD7B","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"RAB25","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"PGLYRP4","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"ATP8B2","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"PBXIP1","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"S100A14","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"GATAD2B","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"CGN","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"ZNF687","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"HCN3","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"PRUNE","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"MRPL9","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"INTS3","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"SCNM1","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"TNFAIP8L2","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"C1orf54","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"TRIM46","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"TARS2","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"FLAD1","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"SNX27","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"ANP32E","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"HORMAD1","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LCE3D","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"AQP10","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"PYGO2","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"NUP210L","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"MEX3A","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"PGLYRP3","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"THEM4","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"GABPB2","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"TCHHL1","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"RPTN","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"TDRD10","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"SHE","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"HIST2H3C","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"DCST2","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"S100A16","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"CREB3L4","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"C1orf51","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LELP1","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"DCST1","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"BNIPL","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"SPRR4","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LCE4A","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"KRTCAP2","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"CRTC2","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LCE5A","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"RIIAD1","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"THEM5","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"RUSC1-AS1","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"HIST2H2AB","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"HIST2H3A","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"HIST2H2BC","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"S100A7A","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LINGO4","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"RXFP4","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LCE1A","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LCE1B","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LCE1C","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LCE1D","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LCE1E","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LCE1F","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LCE2A","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LCE2C","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LCE2D","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LCE3A","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LCE3B","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LCE3C","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LCE3E","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LYSMD1","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"HRNR","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"FLG2","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"C1orf189","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"HIST2H2BF","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"KPRP","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LCE6A","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"HIST2H4B","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"PRR9","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LOC645676","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"POU5F1P4","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"S100A7L2","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"HIST2H3D","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"SCARNA4","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"SNORA42","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"MIR554","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"MIR555","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"MIR92B","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"HIST2H2AA4","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"MIR190B","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"C1orf68","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"MSTO2P","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LOC100132111","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"C2CD4D","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"MIR4257","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"MIR4258","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"LOC100505666","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"TNFAIP8L2-SCNM1","sgit-st004-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"hsa-mir-1180","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"hsa-mir-33b","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"hsa-mir-1288","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ADORA2B","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ALDH3A1","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ALDH3A2","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"DRG2","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"FOXO3B","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"FLII","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"LLGL1","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"MEIS3P1","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"MFAP4","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"MAPK7","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"PRPSAP2","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SHMT1","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SREBF1","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"TOP3A","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"UBB","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"RNF112","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"COPS3","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"PIGL","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"NCOR1","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ULK2","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"CCDC144A","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"PEMT","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"FBXW10","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"TRIM16","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"RAI1","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"GRAP","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"AKAP10","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"EPN2","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"MPRIP","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"TNFRSF13B","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SNORD49A","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"B9D1","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"FAM18B1","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"MYO15A","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"TRPV2","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"RASD1","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ALKBH5","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"TTC19","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"MED9","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SLC47A1","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"NT5M","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ZNF286A","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ZNF287","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ZNF624","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"C17orf39","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"FAM106A","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"LRRC48","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ATPAF2","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SPECC1","sgit-st004-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
